"Observation station","Year","Month","Day","Time [Local time]","Maximum temperature [°C]","Minimum temperature [°C]"
"Kustavi Isokari","2023","12","2","02:00","-5.3","-7.7"
"Kustavi Isokari","2023","12","3","02:00","-5.7","-9.6"
"Kustavi Isokari","2023","12","4","02:00","-4.9","-9"
"Kustavi Isokari","2023","12","5","02:00","-1.8","-5.4"
"Kustavi Isokari","2023","12","6","02:00","-1.5","-5.2"
"Kustavi Isokari","2023","12","7","02:00","0.5","-3.4"
"Kustavi Isokari","2023","12","8","02:00","-1.6","-5.1"
"Kustavi Isokari","2023","12","9","02:00","-4.5","-6.1"
"Kustavi Isokari","2023","12","10","02:00","-3.8","-6.1"
"Kustavi Isokari","2023","12","11","02:00","-2.8","-4.4"
"Kustavi Isokari","2023","12","12","02:00","-4.1","-7.1"
"Kustavi Isokari","2023","12","13","02:00","-5.6","-8.3"
"Kustavi Isokari","2023","12","14","02:00","-3.5","-6.8"
"Kustavi Isokari","2023","12","15","02:00","-0.5","-3.6"
"Kustavi Isokari","2023","12","16","02:00","3.1","-2.1"
"Kustavi Isokari","2023","12","17","02:00","4.5","2.4"
"Kustavi Isokari","2023","12","18","02:00","3.1","1.2"
"Kustavi Isokari","2023","12","19","02:00","5.2","1.2"
"Kustavi Isokari","2023","12","20","02:00","3","-0.9"
"Kustavi Isokari","2023","12","21","02:00","1.1","-1.8"
"Kustavi Isokari","2023","12","22","02:00","1.3","-0.5"
"Kustavi Isokari","2023","12","23","02:00","0.7","-0.4"
"Kustavi Isokari","2023","12","24","02:00","0.2","-3"
"Kustavi Isokari","2023","12","25","02:00","-1.6","-3.1"
"Kustavi Isokari","2023","12","26","02:00","0.3","-2.1"
"Kustavi Isokari","2023","12","27","02:00","1.2","-1.3"
"Kustavi Isokari","2023","12","28","02:00","0.8","-1"
"Kustavi Isokari","2023","12","29","02:00","0.6","-0.3"
"Kustavi Isokari","2023","12","30","02:00","-0.3","-4.6"
"Kustavi Isokari","2023","12","31","02:00","-4.3","-10.8"
"Kustavi Isokari","2024","1","1","02:00","-8.5","-14.4"
"Kustavi Isokari","2024","1","2","02:00","-12.8","-15"
"Kustavi Isokari","2024","1","3","02:00","-14.2","-16.2"
"Kustavi Isokari","2024","1","4","02:00","-15.7","-18.1"
"Kustavi Isokari","2024","1","5","02:00","-16","-19.1"
"Kustavi Isokari","2024","1","6","02:00","-14.2","-19.1"
"Kustavi Isokari","2024","1","7","02:00","-8.2","-16.6"
"Kustavi Isokari","2024","1","8","02:00","0.1","-10.2"
"Kustavi Isokari","2024","1","9","02:00","2.6","-0.6"
"Kustavi Isokari","2024","1","10","02:00","3.2","1.6"
"Kustavi Isokari","2024","1","11","02:00","3.4","-4.6"
"Kustavi Isokari","2024","1","12","02:00","2.6","-5.8"
"Kustavi Isokari","2024","1","13","02:00","-0.3","-7.7"
"Kustavi Isokari","2024","1","14","02:00","-1.2","-4.9"
"Kustavi Isokari","2024","1","15","02:00","-4.9","-12.7"
"Kustavi Isokari","2024","1","16","02:00","-8.2","-12.8"
"Kustavi Isokari","2024","1","17","02:00","-1","-9.7"
"Kustavi Isokari","2024","1","18","02:00","-1.8","-5"
"Kustavi Isokari","2024","1","19","02:00","-3.3","-9.8"
"Kustavi Isokari","2024","1","20","02:00","-4.9","-9"
"Kustavi Isokari","2024","1","21","02:00","1.2","-9.5"
"Kustavi Isokari","2024","1","22","02:00","3.2","-0.1"
"Kustavi Isokari","2024","1","23","02:00","3.5","0.6"
"Kustavi Isokari","2024","1","24","02:00","1.4","-0.6"
"Kustavi Isokari","2024","1","25","02:00","0.6","-2.5"
"Kustavi Isokari","2024","1","26","02:00","-1.9","-6.2"
"Kustavi Isokari","2024","1","27","02:00","-0.1","-2.1"
"Kustavi Isokari","2024","1","28","02:00","2.1","-1.2"
"Kustavi Isokari","2024","1","29","02:00","2.6","0.7"
"Kustavi Isokari","2024","1","30","02:00","2.4","-1"
"Kustavi Isokari","2024","1","31","02:00","0.9","-0.2"
"Kustavi Isokari","2024","2","1","02:00","2.5","0.4"
"Kustavi Isokari","2024","2","2","02:00","1.8","-0.1"
"Kustavi Isokari","2024","2","3","02:00","4.1","0"
"Kustavi Isokari","2024","2","4","02:00","2.3","0.4"
"Kustavi Isokari","2024","2","5","02:00","0.8","-2.1"
"Kustavi Isokari","2024","2","6","02:00","-1.3","-6.1"
"Kustavi Isokari","2024","2","7","02:00","-5.7","-7.2"
"Kustavi Isokari","2024","2","8","02:00","-6.3","-11.3"
"Kustavi Isokari","2024","2","9","02:00","-8.9","-13.7"
"Kustavi Isokari","2024","2","10","02:00","-7.3","-13.3"
"Kustavi Isokari","2024","2","11","02:00","-6.8","-12.8"
"Kustavi Isokari","2024","2","12","02:00","-4.5","-10.6"
"Kustavi Isokari","2024","2","13","02:00","-2.2","-6.4"
"Kustavi Isokari","2024","2","14","02:00","-1.1","-4.8"
"Kustavi Isokari","2024","2","15","02:00","0.5","-1.4"
"Kustavi Isokari","2024","2","16","02:00","1.8","0.1"
"Kustavi Isokari","2024","2","17","02:00","3.8","-0.8"
"Kustavi Isokari","2024","2","18","02:00","0.5","-2.2"
"Kustavi Isokari","2024","2","19","02:00","-0.3","-2.8"
"Kustavi Isokari","2024","2","20","02:00","0.3","-0.5"
"Kustavi Isokari","2024","2","21","02:00","0.7","-0.9"
"Kustavi Isokari","2024","2","22","02:00","1.2","-0.1"
"Kustavi Isokari","2024","2","23","02:00","3","0.6"
"Kustavi Isokari","2024","2","24","02:00","2","0.2"
"Kustavi Isokari","2024","2","25","02:00","2","-0.5"
"Kustavi Isokari","2024","2","26","02:00","1.5","-1"
"Kustavi Isokari","2024","2","27","02:00","-0.8","-2.7"
"Kustavi Isokari","2024","2","28","02:00","-0.1","-2.3"
"Kustavi Isokari","2024","2","29","02:00","1.7","-0.4"
"Kustavi Isokari","2024","3","1","02:00","1.6","0.8"
"Kustavi Isokari","2024","3","2","02:00","2.3","0.7"
"Kustavi Isokari","2024","3","3","02:00","2","0.5"
"Kustavi Isokari","2024","3","4","02:00","1.5","-2.8"
"Kustavi Isokari","2024","3","5","02:00","2.9","-0.3"
"Kustavi Isokari","2024","3","6","02:00","1.9","-3"
"Kustavi Isokari","2024","3","7","02:00","-1.8","-3.6"
"Kustavi Isokari","2024","3","8","02:00","-1.3","-4.1"
"Kustavi Isokari","2024","3","9","02:00","-1.3","-4.3"
"Kustavi Isokari","2024","3","10","02:00","-0.2","-3.2"
"Kustavi Isokari","2024","3","11","02:00","1.8","-2.9"
"Kustavi Isokari","2024","3","12","02:00","2.3","-2.7"
"Kustavi Isokari","2024","3","13","02:00","1","-1"
"Kustavi Isokari","2024","3","14","02:00","2.9","0.3"
"Kustavi Isokari","2024","3","15","02:00","4.4","1.4"
"Kustavi Isokari","2024","3","16","02:00","3","0.5"
"Kustavi Isokari","2024","3","17","02:00","0.7","-2.9"
"Kustavi Isokari","2024","3","18","02:00","-0.2","-6.2"
"Kustavi Isokari","2024","3","19","02:00","0.3","-2.4"
"Kustavi Isokari","2024","3","20","02:00","1.9","-0.9"
"Kustavi Isokari","2024","3","21","02:00","1.4","-1.4"
"Kustavi Isokari","2024","3","22","02:00","1.7","-1.6"
"Kustavi Isokari","2024","3","23","02:00","3.4","-1.2"
"Kustavi Isokari","2024","3","24","02:00","0.2","-2.2"
"Kustavi Isokari","2024","3","25","02:00","-0.1","-2.4"
"Kustavi Isokari","2024","3","26","02:00","2.2","-3.6"
"Kustavi Isokari","2024","3","27","02:00","4.1","-0.4"
"Kustavi Isokari","2024","3","28","02:00","6.9","1.2"
"Kustavi Isokari","2024","3","29","02:00","5.7","1.5"
"Kustavi Isokari","2024","3","30","02:00","6.4","-0.3"
"Kustavi Isokari","2024","3","31","02:00","4.5","0.8"
"Kustavi Isokari","2024","4","1","03:00","4.5","0.4"
"Kustavi Isokari","2024","4","2","03:00","1.6","-0.1"
"Kustavi Isokari","2024","4","3","03:00","0.9","-2"
"Kustavi Isokari","2024","4","4","03:00","1.1","-4.4"
"Kustavi Isokari","2024","4","5","03:00","0","-2"
"Kustavi Isokari","2024","4","6","03:00","1.1","-1.5"
"Kustavi Isokari","2024","4","7","03:00","4.5","-1.3"
"Kustavi Isokari","2024","4","8","03:00","9","3.3"
"Kustavi Isokari","2024","4","9","03:00","9.7","1"
"Kustavi Isokari","2024","4","10","03:00","7.3","2.6"
"Kustavi Isokari","2024","4","11","03:00","6.2","3.1"
"Kustavi Isokari","2024","4","12","03:00","7.2","3.3"
"Kustavi Isokari","2024","4","13","03:00","5.4","2.3"
"Kustavi Isokari","2024","4","14","03:00","6.4","2.3"
"Kustavi Isokari","2024","4","15","03:00","4.2","1.8"
"Kustavi Isokari","2024","4","16","03:00","4.1","1.4"
"Kustavi Isokari","2024","4","17","03:00","3.5","1.5"
"Kustavi Isokari","2024","4","18","03:00","3.6","0.1"
"Kustavi Isokari","2024","4","19","03:00","2.8","-0.2"
"Kustavi Isokari","2024","4","20","03:00","2","-2.3"
"Kustavi Isokari","2024","4","21","03:00","1.6","-3.4"
"Kustavi Isokari","2024","4","22","03:00","1.7","-2.7"
"Kustavi Isokari","2024","4","23","03:00","1.5","-1.3"
"Kustavi Isokari","2024","4","24","03:00","4.3","-0.8"
"Kustavi Isokari","2024","4","25","03:00","5.5","1.9"
"Kustavi Isokari","2024","4","26","03:00","3.6","1"
"Kustavi Isokari","2024","4","27","03:00","6.7","0.9"
"Kustavi Isokari","2024","4","28","03:00","6.3","1.7"
"Kustavi Isokari","2024","4","29","03:00","7.5","3.8"
"Kustavi Isokari","2024","4","30","03:00","8.8","4.2"
"Kustavi Isokari","2024","5","1","03:00","14.6","3.6"
"Kustavi Isokari","2024","5","2","03:00","13.4","4.3"
"Kustavi Isokari","2024","5","3","03:00","15","5.8"
"Kustavi Isokari","2024","5","4","03:00","9.2","5"
"Kustavi Isokari","2024","5","5","03:00","8.8","4.6"
"Kustavi Isokari","2024","5","6","03:00","8.9","4.5"
"Kustavi Isokari","2024","5","7","03:00","5.4","2.1"
"Kustavi Isokari","2024","5","8","03:00","5.5","2"
"Kustavi Isokari","2024","5","9","03:00","7.1","2.5"
"Kustavi Isokari","2024","5","10","03:00","6.1","4.2"
"Kustavi Isokari","2024","5","11","03:00","6.3","3.4"
"Kustavi Isokari","2024","5","12","03:00","12.3","3.5"
"Kustavi Isokari","2024","5","13","03:00","12.8","5.3"
"Kustavi Isokari","2024","5","14","03:00","15.6","6.5"
"Kustavi Isokari","2024","5","15","03:00","12.8","7.1"
"Kustavi Isokari","2024","5","16","03:00","18.9","7.5"
"Kustavi Isokari","2024","5","17","03:00","16.7","8.7"
"Kustavi Isokari","2024","5","18","03:00","20.8","9.8"
"Kustavi Isokari","2024","5","19","03:00","17.7","8.8"
"Kustavi Isokari","2024","5","20","03:00","12.7","7"
"Kustavi Isokari","2024","5","21","03:00","15.2","6.2"
"Kustavi Isokari","2024","5","22","03:00","20.2","9.1"
"Kustavi Isokari","2024","5","23","03:00","19","11.3"
"Kustavi Isokari","2024","5","24","03:00","18.3","12"
"Kustavi Isokari","2024","5","25","03:00","20.2","11.1"
"Kustavi Isokari","2024","5","26","03:00","20.5","12.9"
"Kustavi Isokari","2024","5","27","03:00","19.9","14.2"
"Kustavi Isokari","2024","5","28","03:00","20.5","12.5"
"Kustavi Isokari","2024","5","29","03:00","21.8","13.4"
"Kustavi Isokari","2024","5","30","03:00","20.1","13.8"
"Kustavi Isokari","2024","5","31","03:00","24","15.7"
"Kustavi Isokari","2024","6","1","03:00","21.4","16.1"
"Kustavi Isokari","2024","6","2","03:00","20.9","15.7"
"Kustavi Isokari","2024","6","3","03:00","22.6","14.2"
"Kustavi Isokari","2024","6","4","03:00","17.4","12.7"
"Kustavi Isokari","2024","6","5","03:00","17.8","13.3"
"Kustavi Isokari","2024","6","6","03:00","17","11.7"
"Kustavi Isokari","2024","6","7","03:00","16.2","11.9"
"Kustavi Isokari","2024","6","8","03:00","16.9","12.4"
"Kustavi Isokari","2024","6","9","03:00","13.9","10"
"Kustavi Isokari","2024","6","10","03:00","13.6","10.8"
"Kustavi Isokari","2024","6","11","03:00","13","10"
"Kustavi Isokari","2024","6","12","03:00","16.2","9.3"
"Kustavi Isokari","2024","6","13","03:00","16.4","11.5"
"Kustavi Isokari","2024","6","14","03:00","16.6","11.8"
"Kustavi Isokari","2024","6","15","03:00","16.4","12"
"Kustavi Isokari","2024","6","16","03:00","15.2","13.7"
"Kustavi Isokari","2024","6","17","03:00","18.9","13.4"
"Kustavi Isokari","2024","6","18","03:00","16.5","12.5"
"Kustavi Isokari","2024","6","19","03:00","17.8","13.4"
"Kustavi Isokari","2024","6","20","03:00","16.1","12.3"
"Kustavi Isokari","2024","6","21","03:00","16.8","13.2"
"Kustavi Isokari","2024","6","22","03:00","18.9","13"
"Kustavi Isokari","2024","6","23","03:00","22.8","14.3"
"Kustavi Isokari","2024","6","24","03:00","17.7","14.9"
"Kustavi Isokari","2024","6","25","03:00","20.6","13.6"
"Kustavi Isokari","2024","6","26","03:00","21.4","15.9"
"Kustavi Isokari","2024","6","27","03:00","22.7","16"
"Kustavi Isokari","2024","6","28","03:00","23.9","17.8"
"Kustavi Isokari","2024","6","29","03:00","21.3","16.2"
"Kustavi Isokari","2024","6","30","03:00","19.5","15.3"
"Kustavi Isokari","2024","7","1","03:00","17","14.8"
"Kustavi Isokari","2024","7","2","03:00","19","15.7"
"Kustavi Isokari","2024","7","3","03:00","19","14.9"
"Kustavi Isokari","2024","7","4","03:00","18.7","15.6"
"Kustavi Isokari","2024","7","5","03:00","17.5","13.5"
"Kustavi Isokari","2024","7","6","03:00","18.1","13.7"
"Kustavi Isokari","2024","7","7","03:00","17.8","15.8"
"Kustavi Isokari","2024","7","8","03:00","19.1","15"
"Kustavi Isokari","2024","7","9","03:00","19.3","14.7"
"Kustavi Isokari","2024","7","10","03:00","20.8","15.5"
"Kustavi Isokari","2024","7","11","03:00","19.7","16.2"
"Kustavi Isokari","2024","7","12","03:00","21.1","15.8"
"Kustavi Isokari","2024","7","13","03:00","20.5","15.4"
"Kustavi Isokari","2024","7","14","03:00","19.8","16.1"
"Kustavi Isokari","2024","7","15","03:00","21","15.9"
"Kustavi Isokari","2024","7","16","03:00","22.7","16.7"
"Kustavi Isokari","2024","7","17","03:00","20","17.5"
"Kustavi Isokari","2024","7","18","03:00","18.5","16.2"
"Kustavi Isokari","2024","7","19","03:00","17.9","15.9"
"Kustavi Isokari","2024","7","20","03:00","19.3","16.7"
"Kustavi Isokari","2024","7","21","03:00","21.5","16.2"
"Kustavi Isokari","2024","7","22","03:00","25.1","18.2"
"Kustavi Isokari","2024","7","23","03:00","24.5","19.1"
"Kustavi Isokari","2024","7","24","03:00","22","17.6"
"Kustavi Isokari","2024","7","25","03:00","22.2","17.2"
"Kustavi Isokari","2024","7","26","03:00","23.7","18"
"Kustavi Isokari","2024","7","27","03:00","21.7","18.8"
"Kustavi Isokari","2024","7","28","03:00","20.5","17.8"
"Kustavi Isokari","2024","7","29","03:00","19.4","17.6"
"Kustavi Isokari","2024","7","30","03:00","19.7","16.8"
"Kustavi Isokari","2024","7","31","03:00","20.4","16.8"
"Kustavi Isokari","2024","8","1","03:00","18.1","16.6"
"Kustavi Isokari","2024","8","2","03:00","18.4","15.7"
"Kustavi Isokari","2024","8","3","03:00","19","15.5"
"Kustavi Isokari","2024","8","4","03:00","19.7","16.1"
"Kustavi Isokari","2024","8","5","03:00","20.9","16.5"
"Kustavi Isokari","2024","8","6","03:00","20.9","17.8"
"Kustavi Isokari","2024","8","7","03:00","22.9","17.8"
"Kustavi Isokari","2024","8","8","03:00","22.5","17.9"
"Kustavi Isokari","2024","8","9","03:00","21.5","18.3"
"Kustavi Isokari","2024","8","10","03:00","20","16.4"
"Kustavi Isokari","2024","8","11","03:00","19.6","16.9"
"Kustavi Isokari","2024","8","12","03:00","18.2","14.7"
"Kustavi Isokari","2024","8","13","03:00","18.9","15.6"
"Kustavi Isokari","2024","8","14","03:00","22.6","15.7"
"Kustavi Isokari","2024","8","15","03:00","20.1","17.5"
"Kustavi Isokari","2024","8","16","03:00","20.3","17.9"
"Kustavi Isokari","2024","8","17","03:00","21","16.5"
"Kustavi Isokari","2024","8","18","03:00","20.3","16.5"
"Kustavi Isokari","2024","8","19","03:00","18.6","16.3"
"Kustavi Isokari","2024","8","20","03:00","20.6","15.2"
"Kustavi Isokari","2024","8","21","03:00","21","16.1"
"Kustavi Isokari","2024","8","22","03:00","19.8","16.8"
"Kustavi Isokari","2024","8","23","03:00","19.5","16.1"
"Kustavi Isokari","2024","8","24","03:00","20.5","17.1"
"Kustavi Isokari","2024","8","25","03:00","20.1","16.7"
"Kustavi Isokari","2024","8","26","03:00","18.5","14.8"
"Kustavi Isokari","2024","8","27","03:00","19.4","16.1"
"Kustavi Isokari","2024","8","28","03:00","20.9","16.6"
"Kustavi Isokari","2024","8","29","03:00","20.1","16.5"
"Kustavi Isokari","2024","8","30","03:00","21.7","18"
"Kustavi Isokari","2024","8","31","03:00","18","13.4"
"Kustavi Isokari","2024","9","1","03:00","15.9","12.4"
"Kustavi Isokari","2024","9","2","03:00","17","12.3"
"Kustavi Isokari","2024","9","3","03:00","17.6","13.8"
"Kustavi Isokari","2024","9","4","03:00","21.3","14.9"
"Kustavi Isokari","2024","9","5","03:00","25.5","17.1"
"Kustavi Isokari","2024","9","6","03:00","22.5","16.9"
"Kustavi Isokari","2024","9","7","03:00","20.5","16.4"
"Kustavi Isokari","2024","9","8","03:00","21.4","17.4"
"Kustavi Isokari","2024","9","9","03:00","20.8","17.6"
"Kustavi Isokari","2024","9","10","03:00","20.1","15.8"
"Kustavi Isokari","2024","9","11","03:00","17.8","15.1"
"Kustavi Isokari","2024","9","12","03:00","16.7","12.1"
"Kustavi Isokari","2024","9","13","03:00","15.2","12.2"
"Kustavi Isokari","2024","9","14","03:00","16.4","14.6"
"Kustavi Isokari","2024","9","15","03:00","15.6","12.8"
"Kustavi Isokari","2024","9","16","03:00","15.7","11.4"
"Kustavi Isokari","2024","9","17","03:00","16.3","13.5"
"Kustavi Isokari","2024","9","18","03:00","15.9","13.2"
"Kustavi Isokari","2024","9","19","03:00","18.1","13.4"
"Kustavi Isokari","2024","9","20","03:00","17","14.7"
"Kustavi Isokari","2024","9","21","03:00","14.9","11.8"
"Kustavi Isokari","2024","9","22","03:00","13.7","10.1"
"Kustavi Isokari","2024","9","23","03:00","16.4","12.5"
"Kustavi Isokari","2024","9","24","03:00","17","14.1"
"Kustavi Isokari","2024","9","25","03:00","17.2","15"
"Kustavi Isokari","2024","9","26","03:00","15.9","13.1"
"Kustavi Isokari","2024","9","27","03:00","16.1","11.4"
"Kustavi Isokari","2024","9","28","03:00","11.9","8.5"
"Kustavi Isokari","2024","9","29","03:00","10.6","7.8"
"Kustavi Isokari","2024","9","30","03:00","13","9"
"Kustavi Isokari","2024","10","1","03:00","13.4","9.7"
"Kustavi Isokari","2024","10","2","03:00","11.5","9"
"Kustavi Isokari","2024","10","3","03:00","11.6","8.8"
"Kustavi Isokari","2024","10","4","03:00","13.4","7.8"
"Kustavi Isokari","2024","10","5","03:00","13.8","9.9"
"Kustavi Isokari","2024","10","6","03:00","13.7","10.4"
"Kustavi Isokari","2024","10","7","03:00","12.6","10"
"Kustavi Isokari","2024","10","8","03:00","11.4","6.9"
"Kustavi Isokari","2024","10","9","03:00","11.6","9.5"
"Kustavi Isokari","2024","10","10","03:00","13.9","11.4"
"Kustavi Isokari","2024","10","11","03:00","15.3","7.6"
"Kustavi Isokari","2024","10","12","03:00","9.9","7.7"
"Kustavi Isokari","2024","10","13","03:00","11.5","8.1"
"Kustavi Isokari","2024","10","14","03:00","10.2","6.9"
"Kustavi Isokari","2024","10","15","03:00","9.9","7.9"
"Kustavi Isokari","2024","10","16","03:00","10.7","7.9"
"Kustavi Isokari","2024","10","17","03:00","12.7","9.3"
"Kustavi Isokari","2024","10","18","03:00","12.4","11.1"
"Kustavi Isokari","2024","10","19","03:00","12.6","11.4"
"Kustavi Isokari","2024","10","20","03:00","12.2","11.3"
"Kustavi Isokari","2024","10","21","03:00","12.5","11.2"
"Kustavi Isokari","2024","10","22","03:00","12.7","9.9"
"Kustavi Isokari","2024","10","23","03:00","10.9","9.4"
"Kustavi Isokari","2024","10","24","03:00","11.1","9.7"
"Kustavi Isokari","2024","10","25","03:00","11","9.6"
"Kustavi Isokari","2024","10","26","03:00","10.4","8.7"
"Kustavi Isokari","2024","10","27","03:00","11.1","8.6"
"Kustavi Isokari","2024","10","28","02:00","10.6","6.8"
"Kustavi Isokari","2024","10","29","02:00","9.3","5.9"
"Kustavi Isokari","2024","10","30","02:00","9.7","7.7"
"Kustavi Isokari","2024","10","31","02:00","8","6.2"
"Kustavi Isokari","2024","11","1","02:00","6.9","3.5"
"Kustavi Isokari","2024","11","2","02:00","6.2","3.1"
"Kustavi Isokari","2024","11","3","02:00","8.8","3.1"
"Kustavi Isokari","2024","11","4","02:00","6.3","4"
"Kustavi Isokari","2024","11","5","02:00","8.8","6.1"
"Kustavi Isokari","2024","11","6","02:00","8.5","5.8"
"Kustavi Isokari","2024","11","7","02:00","8.2","5.6"
"Kustavi Isokari","2024","11","8","02:00","8.8","6.5"
"Kustavi Isokari","2024","11","9","02:00","8.6","6"
"Kustavi Isokari","2024","11","10","02:00","6.8","4.6"
"Kustavi Isokari","2024","11","11","02:00","6.9","5.2"
"Kustavi Isokari","2024","11","12","02:00","6.6","3.2"
"Kustavi Isokari","2024","11","13","02:00","7.7","4.9"
"Kustavi Isokari","2024","11","14","02:00","7.5","5.7"
"Kustavi Isokari","2024","11","15","02:00","8.2","6.4"
"Kustavi Isokari","2024","11","16","02:00","9.8","6"
"Kustavi Isokari","2024","11","17","02:00","6.8","4.3"
"Kustavi Isokari","2024","11","18","02:00","4.7","2.1"
"Kustavi Isokari","2024","11","19","02:00","3.5","-0.7"
"Kustavi Isokari","2024","11","20","02:00","2","-2"
"Kustavi Isokari","2024","11","21","02:00","0.9","-1.1"
"Kustavi Isokari","2024","11","22","02:00","0.9","-2.7"
"Kustavi Isokari","2024","11","23","02:00","1.3","-2.2"
"Kustavi Isokari","2024","11","24","02:00","5.6","1"
"Kustavi Isokari","2024","11","25","02:00","8.6","4.4"
"Kustavi Isokari","2024","11","26","02:00","7.3","6.2"
